report_id,evidence,recommendation
Shetland Islands Council Scrutiny Report,"Scrutiny findings
We met with senior managers from social work services and the
organisational development section of corporate services. There was a
corporate service planning and reporting framework and corporate
performance was checked against service plans with senior managers
meeting three times a year. Executive directors, heads of service, and
the Chief Social Work Officer (CSWO), would normally attend these
meetings. There was a standard council performance management
framework. However, senior managers said there was mixed
involvement in scrutiny of social work services by elected members.
The next layer of performance management took place within each
department with heads of service and their managers meeting regularly.
The organisational development section of corporate services would
only be involved if invited to these meetings to discuss for example
single status issues in regard to out of hour’s payments.
Within social work services, monthly performance management reports
were discussed at children and families and community care
management meetings. These reports identified trends and performance
in relation to targets. They were submitted to the organisational
development section within the council. The head of the community care
service told us that they were using the council performance
management framework, which had local targets, and which went to the
council and health board on a six monthly basis. A quarterly report on
child protection was presented to the CPC Quality Assurance sub
committee. Quality and standards were checked through individual case
reviews.
There was not a council wide approach to quality assurance. The CSWO
had been given the task of developing a quality assurance framework
covering all aspects of the social work function but at the time of the
scrutiny had not completed this task. Social work services should
complete a quality assurance framework as soon as possible.
4
The new single shared assessment process “With You For You” had a
written three-monthly audit reporting process to the “With You For You”
management group.
One area of social work services which had been externally validated
was the community care service. Investors in People (IIP) evaluation
awarded the Shetland Community Care Service Bronze status in March
2010. This evaluation recognised areas of strength in strategic and
service planning processes, inter-agency collaboration, and the
commitment to continuous improvement. Improvement actions were
suggested in relation to a review of management training, quality control,
and appraisal
Managers were collecting, collating and reporting performance
information but we were unclear how this was used to improve services.
The council was considering introducing the Public Service Improvement
Framework (PSIF) at the time of our visit. Social work services need to
consider what framework they will use to evaluate and improve
performance","Social work services should develop a clear framework for self
evaluation and the processes to support this."
Shetland Islands Council Scrutiny Report,"Scrutiny Findings
The executive director of education and social care had been acting as
the chief executive for Shetland for the six months prior to our scrutiny
5
visit. During this period, the two heads of service were expected to cover
as necessary.
The regular departmental senior management meeting for education and
social care, chaired by the executive director, which included all the
managers in the department had not met while the executive director
was acting chief executive. She met managers individually, but this too
was curtailed while she was acting as chief executive.
Senior managers in social work met in a professional group and we read
minutes of the meetings of this group. The remit of this group appeared
ill-defined and attendance patchy. The executive director saw this as the
forum for discussion of social work issues she had plans for this group
and its leadership, and saw issues such as performance management,
quality assurance and professional development being part of its remit.
The combination in recent months of few departmental meetings and
individual meetings of the executive director with managers coupled with
the continuing lack of clarity about the role and remit of the professional
group had led to some important strategic work such as self evaluation,
quality assurance and workforce planning being delayed.
The AIP for Shetland stated that “As a matter of high priority the council
should seek to improve relationships between councillors and officers”.
The Accounts Commission report by the Controller of Audit stated that
the programme for improvements “should ensure that there is the basis
for effective working relationships among councillors and between
councillors and officers”. All senior managers acknowledged that this
was an important element of the council’s response to the findings of the
Accounts Commission.
Social work services had had to find savings from their budgets but had
managed to do so and at the time of the scrutiny visit they were
operating within budget. We saw evidence from reports for the
community care and children and families management meetings that
budget issues were regularly discussed.
Because of the recent difficulties outlined above, we had a few
continuing concerns about the governance of social work services in
relation to the development of robust quality assurance and self
evaluation processes","Social work services should review and re-affirm as necessary the
agenda, workplan and leadership of the professional group"
Shetland Islands Council Scrutiny Report,"Scrutiny findings
The Shared Risk Assessment Assurance and Improvement Plan for
Shetland identified that there was no agreed workforce strategy in place
for the council. However, despite this we noted that social work services
had recently had a workforce development strategy approved by council.
There was a training strategy, and staff spoke positively about good
access to training opportunities such as lone working and criminal
justice. They were supported to attend courses on the mainland. Staff
spoke very positively about the frequency and quality of supervision.
While there was a corporate appraisal system, this was still not
embedded fully in social work services, and one senior manager
acknowledged it needed to be “resuscitated”. We considered that social
work services needed to take action to put an appraisal system in place
across the service.
Senior managers had recognised the need to reduce the absence rate in
social work services. A Promoting Attendance report was regularly
presented to the Audit and Scrutiny Committee. The latest report
indicated that while absence levels were improving they were still above
the national average and further improvement was required. Measures
such as return to work interviews and occupational health support had
been put in place. There was no corporate system for absence
management for administrative staff, each manager having his/her own
7
system. This meant that, for instance, if someone had three part-time
jobs, which is not uncommon in Shetland, absence would be recorded
and managed separately.
The process of filling vacancies had been slow, but an on-line
recruitment model had been developed and the time taken to fill
vacancies had improved. Staff spoke of having to cover for posts until
new staff had been recruited. There was difficulty in recruiting for senior
manager posts in social work. Front line staff expressed concern that
recruitment in general was affected adversely as other similar authorities
offered better pay conditions.
There were significant pressures on the out of hour’s service. All
qualified social workers were on a rota, and there were problems about
out of hour’s payments because of the single status position in Shetland.
There were other problems such as staff finishing a crisis call in the early
hours of the morning and having to be in the office at the usual time.
There were problems too in management cover for out of hours. Six of
the nine managers were social work qualified and able to provide
management cover. One of these had left shortly before our visit, leaving
five managers to cover out of hours. Managers we spoke to thought this
situation was not sustainable. There was an agreement that the vacant
post would be filled by someone with a social work qualification.
While senior managers assured us that the safety of people who use the
service was not at issue, they thought that the confidence, morale and
health of staff was. Senior managers were analysing out of hour’s data
in an effort to resolve some of the out of hour’s problems. A senior
manager was preparing a report on this issue to go to committee with a
view to improving the position.
Those social workers who were also MHOs were on two rotas, though
they were allocated less time on the generic rota. They were not paid
for the MHO rota but were on a discretionary list. Front line staff agreed
that being on rotas had a major impact on their lifestyle and many
thought that it impacted on recruitment","Managers should continue their analysis of out of hour’s problems, and
develop clear proposals to resolve them, with clear timescales for
implementation."
Angus Council Scrutiny Report,"Scrutiny findings
In July 2010 and January 2011 we undertook scrutiny of this area of risk.
Angus was developing their use of performance information. They had reviewed the
information that they gathered and how that fed into their understanding of
performance locally and also how it informed that national picture. This work was
also being undertaken corporately after the Best Value 2 Pathfinder report found that
this was an area for improvement.
In 2010/11 Social Work and Health reported on new local performance indicators.
These were also shared with elected members. Senior managers had tried to ensure
that the need for accurate data was understood at team level and that performance
was regularly shared with staff at all levels. Managers said that staff understood the
links to standards and to outcomes for service users. Recently this was also the
subject of articles in the staff newsletter. Managers said that this was to help
5 European Foundation for Quality Management
6 Guide to Supported Self Evaluation SWIA 2009
Page 4 of 9
communicate with staff about performance and improvement. The data had also
been used in staff learning and development.
We saw some examples of reports that were available to managers. These often
focussed on processes and finances. The reports did not include aggregated data on
outcomes. Social work and health had begun to look at this area although this was
still early in its development. However they had been working with Talking Points7 to
measure outcomes in older people’s services; the drug and alcohol teams had also
been working on developing outcomes measures for individuals jointly with health
and the third sector; and children’s services were working with Viewpoint to ensure
that the child’s voice was included in their care. This initial work was still to be
developed into data that will provide regular feedback for managers and their staff,
as well as other stakeholders.
In addition local managers told us that they audited a small number of files on a
regular basis using the SWIA file reading template to assess the quality of local files.
In Children’s services this meant that 100 files were audited annually. Managers told
us that they followed this up with telephone calls to people using services to confirm
their views. Managers were also using compliments and complaints as well as
customer questionnaires to add to their understanding of the services that they
provided. Feedback also came from the local advocacy services and the local
practitioner forums. All of this added to their understanding of how well their services
were delivering and what may need to be redesigned.
There were some early signs of positive change and managers told us about the
refocusing of a local service commissioned from the Salvation Army to provide
support. However it was still early days and clear evidence of this work impacting on
the way that services were delivered and improved was still limited.
There were still issues about the quality of much of the information that was being
reported on to managers with a wider use of outcome reporting still needing to be
developed. Work was still needed to ensure that information from both partner
agencies and voluntary sector partner’s data was included and used effectively in
service evaluation and review. We did not see clear evidence of this information
being brought together and analysed to inform future practice and service design.
We spoke to both people using mental health services and their carers about
services and their involvement in evaluating and improving both their personal
support but also feeding their views into wider service development. People using
mental health services in Angus were very positive about their experiences. Almost
all of the people we spoke to said that they felt listened to about the care that they
themselves received. Many of them were members of a local group called Augment
and through this they said that they were consulted about the quality of services and
could contribute to service development. They said that they could see changes
being made as a result of this such as better multi-disciplinary teamwork and
changes to the way systems worked within the hospital ward where some inpatient
experience had.
The carers that we spoke to said that although they sometimes felt that the
professionals providing services to the people that they cared for could listen more to
7 Talking points is a tool which supports staff to conduct outcome focussed conversations with people using
services and their carers and to encourage this outcome focus in assessment, care management and review.
Page 5 of 9
what they had to say as carers and they did not feel involved in the commissioning or
design of services. Nevertheless they said that it was an improving picture from their
point of view.
We saw evidence of the mental health team self evaluation in local team reviews.
These were undertaken by a multi-disciplinary staff group who delivered services in
a number of settings and included some information from people using services,
some performance information and recognition that there were areas for
improvement. We were told that staff evaluated their performance every six months.
There were obvious strengths with this approach since it involved all staff in
evidencing the performance of the service and in reviewing it.
Managers were enthusiastic and working together to meet both health and social
work needs. They showed good leadership and worked well together demonstrating
a clear vision for the service.
The written evidence we reviewed in October 2010 was dated from July 2009 and
April 2010. The evidence contained within it was still often anecdotal and did not
reflect a range of performance data to strengthen the evaluation of the service nor to
clearly support the way forward. The evidence and analysis we read had not
developed much since our initial ISLA and was therefore still in need of further
improvement. Managers said that they now had an agreed set of outcomes which
were recovery focussed. The social work staff that we spoke to said that they had
not seen the agreed outcomes. Managers told us that the team evaluations were
shared across the 3 community mental health teams and that they fed into a Mental
Health Action plan.","Services should evidence their use of the full range of data to help them review the
services that they provide. They needed to have current, accurate data from a
number of sources including people using services, carers, staff and other
stakeholders with clear areas identified for improvement that linked to the data
gathered and vision for the service. "
Angus Council Scrutiny Report,"Scrutiny findings
In July 2010 and January 2011 we undertook scrutiny of this area of risk.
Angus was developing their use of performance information. They had reviewed the
information that they gathered and how that fed into their understanding of
performance locally and also how it informed that national picture. This work was
also being undertaken corporately after the Best Value 2 Pathfinder report found that
this was an area for improvement.
In 2010/11 Social Work and Health reported on new local performance indicators.
These were also shared with elected members. Senior managers had tried to ensure
that the need for accurate data was understood at team level and that performance
was regularly shared with staff at all levels. Managers said that staff understood the
links to standards and to outcomes for service users. Recently this was also the
subject of articles in the staff newsletter. Managers said that this was to help
5 European Foundation for Quality Management
6 Guide to Supported Self Evaluation SWIA 2009
Page 4 of 9
communicate with staff about performance and improvement. The data had also
been used in staff learning and development.
We saw some examples of reports that were available to managers. These often
focussed on processes and finances. The reports did not include aggregated data on
outcomes. Social work and health had begun to look at this area although this was
still early in its development. However they had been working with Talking Points7 to
measure outcomes in older people’s services; the drug and alcohol teams had also
been working on developing outcomes measures for individuals jointly with health
and the third sector; and children’s services were working with Viewpoint to ensure
that the child’s voice was included in their care. This initial work was still to be
developed into data that will provide regular feedback for managers and their staff,
as well as other stakeholders.
In addition local managers told us that they audited a small number of files on a
regular basis using the SWIA file reading template to assess the quality of local files.
In Children’s services this meant that 100 files were audited annually. Managers told
us that they followed this up with telephone calls to people using services to confirm
their views. Managers were also using compliments and complaints as well as
customer questionnaires to add to their understanding of the services that they
provided. Feedback also came from the local advocacy services and the local
practitioner forums. All of this added to their understanding of how well their services
were delivering and what may need to be redesigned.
There were some early signs of positive change and managers told us about the
refocusing of a local service commissioned from the Salvation Army to provide
support. However it was still early days and clear evidence of this work impacting on
the way that services were delivered and improved was still limited.
There were still issues about the quality of much of the information that was being
reported on to managers with a wider use of outcome reporting still needing to be
developed. Work was still needed to ensure that information from both partner
agencies and voluntary sector partner’s data was included and used effectively in
service evaluation and review. We did not see clear evidence of this information
being brought together and analysed to inform future practice and service design.
We spoke to both people using mental health services and their carers about
services and their involvement in evaluating and improving both their personal
support but also feeding their views into wider service development. People using
mental health services in Angus were very positive about their experiences. Almost
all of the people we spoke to said that they felt listened to about the care that they
themselves received. Many of them were members of a local group called Augment
and through this they said that they were consulted about the quality of services and
could contribute to service development. They said that they could see changes
being made as a result of this such as better multi-disciplinary teamwork and
changes to the way systems worked within the hospital ward where some inpatient
experience had.
The carers that we spoke to said that although they sometimes felt that the
professionals providing services to the people that they cared for could listen more to
7 Talking points is a tool which supports staff to conduct outcome focussed conversations with people using
services and their carers and to encourage this outcome focus in assessment, care management and review.
Page 5 of 9
what they had to say as carers and they did not feel involved in the commissioning or
design of services. Nevertheless they said that it was an improving picture from their
point of view.
We saw evidence of the mental health team self evaluation in local team reviews.
These were undertaken by a multi-disciplinary staff group who delivered services in
a number of settings and included some information from people using services,
some performance information and recognition that there were areas for
improvement. We were told that staff evaluated their performance every six months.
There were obvious strengths with this approach since it involved all staff in
evidencing the performance of the service and in reviewing it.
Managers were enthusiastic and working together to meet both health and social
work needs. They showed good leadership and worked well together demonstrating
a clear vision for the service.
The written evidence we reviewed in October 2010 was dated from July 2009 and
April 2010. The evidence contained within it was still often anecdotal and did not
reflect a range of performance data to strengthen the evaluation of the service nor to
clearly support the way forward. The evidence and analysis we read had not
developed much since our initial ISLA and was therefore still in need of further
improvement. Managers said that they now had an agreed set of outcomes which
were recovery focussed. The social work staff that we spoke to said that they had
not seen the agreed outcomes. Managers told us that the team evaluations were
shared across the 3 community mental health teams and that they fed into a Mental
Health Action plan.","The self evaluation process needed to be more systematic and able to evidence the
links between data and improvement actions as well as the progress made with
previous actions "
Angus Council Scrutiny Report,"Scrutiny findings
We spoke with a range of staff from all levels from the mental health team. This is a
multi-disciplinary team who offer treatment and support both inpatient and in the
community. Managers that we spoke to offered a clear and shared vision for the
service. They clearly worked well together and were able to look at the service with
needs of differing parent agencies in mind. By a range of means such as
consultations and links with Augment and Angus Advocacy, they had good links with
the people who used their services. They talked about the changes that they had
made to their systems. This positive view was shared by both people using services
and their carers. They said that they generally received a good service and were
unconcerned about which member of the team they were seen by. They were very
positive of the support that they received which helped them in the community. Their
only negative comment related to a health service issue. Some people they
explained had experienced frequent changes of psychiatrist. This was acknowledged
by the consultant psychiatrist and local managers who explained that there was a
recruitment issue which they were working to resolve. Likewise Angus Advocacy
was also very positive about the service and felt involved in working with those
services in a very positive way. .
Staff were positive about their work. They felt that they worked well together and that
this was to the benefit of the people using services and their carers. Social workers
said that documents did not accommodate social work easily but this was being
looked at by managers. Staff highlighted that the health and social work systems did
not talk to each other and that this was a barrier. In addition some tasks such as
welfare benefit checks and carer assessment were routinely given to social workers.
8The multi-agency inspection into services for older people in Tayside 2007
Page 7 of 9
Managers need to consider whether social work skills are being fully used to their
best advantage.
Generally we viewed partnership as strong and have re-evaluated this area now as
low risk.
5.3 Wider scrutiny findings
Social work services were monitoring their performance against the Single Outcome
Agreement (SOA). A range of performance information was also available on the
Angus Performs part of the council website which evidenced a positive picture of the
council’s key indicators.
Angus’ performance in terms of criminal justice is good. They perform much better
than the Scottish average in a range of indicators. Their performance was also good
during the supported self evaluation of high risk offenders. This was an exercise that
Angus staff said that they found to be useful not only for this area of work but in
developing their thinking about self evaluation in a wider context.
Their performance in community care is more mixed but these often reflect the areas
of service that they had recognised required modernisation. Nevertheless these
require improvement and will continue to be the subject of regular discussion by the
link inspector. In the multi-disciplinary inspection of learning disability9 where the
focus was on transition, employment, lifelong learning and leisure, Angus had
evaluated well.
Angus was recently inspected by HMIE Services to Children who evaluated that the
service was strong in communication with children and families; early identification of
vulnerable children; helping families access services to support them; and a strong
commitment to partnership working across all services.
The inspection of the regulated services had not raised any serious risks.","Services should evidence their use of the full range of data to help them review the
services that they provide. They needed to have current, accurate data from a
number of sources including people using services, carers, staff and other
stakeholders with clear areas identified for improvement that linked to the data
gathered and vision for the service. "
Angus Council Scrutiny Report,"Scrutiny findings
We spoke with a range of staff from all levels from the mental health team. This is a
multi-disciplinary team who offer treatment and support both inpatient and in the
community. Managers that we spoke to offered a clear and shared vision for the
service. They clearly worked well together and were able to look at the service with
needs of differing parent agencies in mind. By a range of means such as
consultations and links with Augment and Angus Advocacy, they had good links with
the people who used their services. They talked about the changes that they had
made to their systems. This positive view was shared by both people using services
and their carers. They said that they generally received a good service and were
unconcerned about which member of the team they were seen by. They were very
positive of the support that they received which helped them in the community. Their
only negative comment related to a health service issue. Some people they
explained had experienced frequent changes of psychiatrist. This was acknowledged
by the consultant psychiatrist and local managers who explained that there was a
recruitment issue which they were working to resolve. Likewise Angus Advocacy
was also very positive about the service and felt involved in working with those
services in a very positive way. .
Staff were positive about their work. They felt that they worked well together and that
this was to the benefit of the people using services and their carers. Social workers
said that documents did not accommodate social work easily but this was being
looked at by managers. Staff highlighted that the health and social work systems did
not talk to each other and that this was a barrier. In addition some tasks such as
welfare benefit checks and carer assessment were routinely given to social workers.
8The multi-agency inspection into services for older people in Tayside 2007
Page 7 of 9
Managers need to consider whether social work skills are being fully used to their
best advantage.
Generally we viewed partnership as strong and have re-evaluated this area now as
low risk.
5.3 Wider scrutiny findings
Social work services were monitoring their performance against the Single Outcome
Agreement (SOA). A range of performance information was also available on the
Angus Performs part of the council website which evidenced a positive picture of the
council’s key indicators.
Angus’ performance in terms of criminal justice is good. They perform much better
than the Scottish average in a range of indicators. Their performance was also good
during the supported self evaluation of high risk offenders. This was an exercise that
Angus staff said that they found to be useful not only for this area of work but in
developing their thinking about self evaluation in a wider context.
Their performance in community care is more mixed but these often reflect the areas
of service that they had recognised required modernisation. Nevertheless these
require improvement and will continue to be the subject of regular discussion by the
link inspector. In the multi-disciplinary inspection of learning disability9 where the
focus was on transition, employment, lifelong learning and leisure, Angus had
evaluated well.
Angus was recently inspected by HMIE Services to Children who evaluated that the
service was strong in communication with children and families; early identification of
vulnerable children; helping families access services to support them; and a strong
commitment to partnership working across all services.
The inspection of the regulated services had not raised any serious risks.","The self evaluation process needed to be more systematic and able to evidence the
links between data and improvement actions as well as the progress made with
previous actions "
Glasgow City Council Scrutiny Report,"Scrutiny findings
The service had a small number of posts to fill in order to complete management
arrangements in the three localities. Alongside these structural changes, the service
was also establishing or re-establishing a number of citywide staff forums to try to
improve consistency of delivery across the city. The impact of these new
arrangements remained to be seen. Many of the staff we met remained confused
over the relative status of decisions taken at locality and citywide level and were
unclear whether citywide action plans would be able to accommodate potentially
different priorities of the three localities.
Following dissolution of the CHCPs, the service had also restructured its
commissioning teams, bringing them together into teams for adult and children’s
services. In its action plan the service set out an intention to build on this and revise,
by December 2011, the current strategy to include financial information and a 10-
year vision for the commissioning of services. The action plan did not identify how
the service would improve its use of intelligence from care management and
assessment on the quality of services. Although commissioning staff did receive
feedback from care managers they did not systematically seek or analyse this.","Social work services should make sure that intelligence from assessment and care
management informs the commissioning of services. "
Glasgow City Council Scrutiny Report,"Scrutiny findings
Following SWIA’s performance inspection of the city’s services in 2007 the service
had taken steps to improve its communication with staff. However, it had not taken
enough additional steps during 2010-2011 when a number of major changes had
taken place simultaneously - the separation from NHSGCC, loss of a substantial
number of staff, and significant service reforms. For example, the service had not
followed up the events it had held with middle managers. Many staff we met were
evidently struggling to make sense of the speed and extent of the changes that had
happened. The service’s action plan did not address this issue. There was a
pressing need to do so.","Social work services should develop more effective means of involving and
communicating with staff about the future direction of services. "
Glasgow City Council Scrutiny Report,"There was a need to improve support provided to staff by first line managers and
monitoring by managers of the quality of work. While many staff we met described
their first line managers as accessible and approachable, most (with the exception of
those working in residential childcare) said that formal supervision was irregular and
often very brief. Few were able to identify any instances when a manager had
audited their work. Staff considered that this reflected increasing responsibilities
placed on first line manages and a widening span of control, a view supported by
many of the first line managers we met. Senior managers challenged the perception
that the span of control had extended unreasonably. This is a fundamental practice
issue that managers need to address. Findings from SWIA’s performance inspection
programme4 emphasise the key role that good supervision and routine scrutiny of
practice play in improving the quality of that practice.","Senior managers in social work services should investigate why all first line
managers are not consistently carrying out supervision and scrutiny. They should
take action to address issues identified. "
Glasgow City Council Scrutiny Report,"The service had stated that it would be establishing a service reform implementation
group to oversee workforce re-design and service reform. However, it had not
produced a comprehensive analysis of the impact on the overall workforce of the
changes it was making. Senior managers stated that each of the various reform
plans (for example the older people’s residential plan) included an analysis of
workforce issues related to the service affected. They were confident that they were
able, through discussions at leadership meetings, to consider these various plans
and have an overarching picture of the social work workforce. We were not
convinced that this approach would afford them a sufficiently coherent picture of the
links between the different workforces and of the impact of changes in one part of
the service on another.
Staff we met pointed to situations where they considered that the impact on the
workforce of service reforms had not been fully risk-assessed. These included
instances when care homes had struggled to make sure that they had enough
properly trained staff on duty, when services had not had enough capacity to release
staff and managers for required training, and when older residents in care homes
had been confused by changes in staffing. Such risks are a reflection of a service in
transition and can never be fully eradicated. However, they can be minimised.","The service should continue to develop its workforce planning to make sure that it
can identify and build on strengths and identify and address areas of risk arising from
its service reform agenda. "
Glasgow City Council Scrutiny Report,"Scrutiny findings
In its action plan the service set out how it would improve its measurement of
outcomes. This was linked not only to the implementation of a personalised
5 The population of those of pensionable age is due to decrease by 10.9% by 2018 and by 0.9% by 2028. The
equivalent Scotland figures are increases of 5.6% and 19.3% respectively. The population of those aged 75+ is
due to decrease by 1.1% by 2018 and increase by 11.5% by 2028. The equivalent national figures are increases
of 23.2% and 64.5% respectively.
8
approach but also to the imminent introduction of a more sophisticated IT system
that would allow it to capture outcome information.
The service and its partners had not yet established a sustainable solution to the
problem of delays in discharging older people from hospital. Although there were still
tensions in the relationship with NHSGCC (discussed later in the report) the service
and its partners had jointly made application for ‘Change Fund’ monies6. This
provided an opportunity for partners to work constructively together. It was too soon
to determine whether they would do so and jointly improve services for older people.
In learning disability services, implementation of a personalised approach (self-
directed support) was progressing. Around 1800 people who used services were in
the process of having their care packages reviewed. Senior managers were
confident that they had clearly communicated to all concerned that the process was
driven by the imperative in the current austerity climate of making cost savings, by
the need to re-direct resources more fairly to those who most needed them, and by a
desire to deliver better outcomes. However, almost all carers, staff, providers and
partner agencies we met were discontent - to varying degrees - with the level and
nature of communication with the service. They were also concerned about the
process, the speed of change and the reductions in many care packages. Many of
those involved perceived the local authority’s motive as primarily or solely that of
saving money rather than that of improving services. These perceptions suggest a
need to re-engage with those affected by, or involved in, delivering the approach and
to spell out unambiguously the need to make savings, to achieve greater equity and
to use whatever budget is available in a manner that maximises service user and
carer choice and control. Without a greater level of ownership of these aims the
approach is at risk of faltering.","As the service progresses with its roll-out of self-directed support it should review its
strategy for communicating with key people and organisations affected by, or
involved in, the initiative. It should take action to address issues identified. "
Glasgow City Council Scrutiny Report,"Scrutiny findings
Although evidence submitted for the ISLA had indicated that managers in adults’
services were able to track and monitor unallocated work, we found that there was a
lack of a clear definition of work that was ‘unassigned’. As a result the service did not
have robust information about the status of individuals who did not have a named
worker. SWIA first highlighted this problem in its initial inspection of Glasgow’s
services in 2007. In its action plan the service highlighted work underway to tackle
the issue, including developing a performance management framework,
comprehensive eligibility criteria and a consistent citywide approach to allocation.
10
Information from staff and managers indicated that there were a number of adults
who did not have named workers or up-to-date reviews of their care packages. This
raised question marks about the service’s capacity to provide enough care managers
to support the implementation of the self-directed support approach by regularly
reviewing the impact of new care packages (a pressure that will increase with the roll
out of the approach to other care groups).
Many of the service users, carers, staff and providers we met were concerned about
the role of care managers in assessing adults with learning disabilities for self-
directed support budgets. Providers, although committed to implementing the
approach, were sometimes unclear about decision-making processes and were on
occasion unable to respond to issues raised by carers or people using services.
Senior managers described the process of assessment for self-directed support as
consisting of:
 A self-assessment of needs completed by the service user and carer, assisted
by the service provider.
 Consideration of previous community care assessments where they existed.
Managers told us that, if there was no up-to-date previous assessment, they
would expect staff to complete one.
 Development of an outcome-focused care plan by the care manager, in
partnership with the service user and carer.
 Consideration and approval of the care plan at a resource allocation group.
 Managers also stated that staff could access a review panel (a ‘risk
enablement’ panel) at any stage in the process.
Many staff we spoke to were not clear about all these processes and as a result had
a number of concerns. They were anxious that decisions about individual budgets
might sometimes be made on the basis of the self-assessment alone which, in their
view, would not capture the complexity of many people’s needs. They also told us
that they did not know the formula used by the resource group to determine what
level of budget an individual would receive. A number were unclear that they could
ask the risk enablement panel to review the amount awarded to an individual if they
considered it insufficient to meet this person’s needs.","The service should make sure that the processes for assessing individuals for selfdirected support budgets are clear. These processes need to be applied consistently
in order to capture a comprehensive picture of individual needs. "
Glasgow City Council Scrutiny Report,"Scrutiny findings
Many staff were confused about what risk assessment format to use and when they
should carry out a risk assessment. In partnership with practitioners, the service had
developed a generic risk assessment framework that signposted to staff to relevant
tools. It was about to implement this.
Assistant service managers (ASMs) in children’s services were playing an important
role in acting as independent chairs of case conferences and assuring the quality of
work. There was some concern among ASMs that the imminent departure of a
number of first line managers under the voluntary severance scheme might weaken
this new role.
The role of the assistant service managers in adult services was markedly less
developed. These managers still operated in different ways in different parts of the
12
city, were uncertain about their capacity to challenge staff on practice issues, and
some still had care management responsibilities. The service had recently formed a
citywide group that aimed to deal with these issues.",The service should consolidate the role of assistant service manager. 
Glasgow City Council Scrutiny Report,"As in other local authorities, the service was receiving a high volume of adult support
and protection (ASP) referrals from the police, many of which were probably
inappropriate. Many of these referrals related to individuals with drug or alcohol
problems. Given the extent of such problems in the city, the volume of referrals was
having a serious impact on the workload of those staff who had to respond. Local
ASP multi-disciplinary groups had not met since the move away from CHCPs. Re-
instating these needed to be a priority.","The service needs to re-establish strong strategic and operational partnership
arrangements in order to reduce the risks and meet the needs of adults who may be
at risk. "
Glasgow City Council Scrutiny Report,"Findings from scrutiny
Since dissolution of the CHCPs the director of social work and CHP director had
been meeting on a regular basis to try to deal with the many challenges the services
faced in building sound partnership working. Their counterparts in the three localities
were also meeting on a monthly basis.
The partner agencies were in the process of redefining arrangements for almost all
formerly joint services8, and were acknowledging the need to redefine joint planning
arrangements. Both organisations recognised that the latter had, paradoxically, been
neglected while the CHCP model was in place. A joint partnership board had very
recently been established. This was chaired by the executive member for social care
and included three other elected members who chaired their local area co-ordination
committees and carried lead roles for local community planning. The board had still
to establish how representatives would report to other governance arrangements
within the local authority or NHS. It was too soon to determine what the board could
achieve.
Notwithstanding the efforts to retain what had worked well with the CHCP model, it
was evident that the corporate relationships between the local authority and
NHSGCC had not improved markedly since the dissolution of the CHCPs. The local
authority and NHSGGC had not yet been able to build a level of trust in each other.
This was evident in tensions over resource transfer, over strategies to reduce the
number of delayed discharges from hospital, and over the escalation of some issues
beyond established decision-making forums (an issue highlighted by HMIE in
relation to the operation of the child protection committee).
At an operational level, some staff and managers were confident that sound working
relationships with health staff had not been affected by the structural changes.
Others pointed to signs of a return to silos or duplication of work. Some commented
that the changes had, in reality, had little impact as care management (for most care
groups) had never been fully integrated.
In children’s services some elements of partnership working needed to be
strengthened. There was not enough ownership by universal services of the GIRFEC
principles, for example, little evidence that staff in other agencies were taking on the
role of lead professional or investing in the integrated assessment framework.
Social work staff we met were of the view that there were a number of referrals for a
social work services that universal services could have dealt with.
The partnership with many providers in respect of implementation of self-directed
approach was strained. Despite regular briefings and meetings, almost all of those
involved had a number of anxieties about the pace and extent of change. The local
authority had recently acknowledged the extent of these concerns by arranging a
scrutiny session to consider the initial implementation of the personalisation
approach.","Social work services and their partner agencies should act quickly to strengthen
partnership arrangements at a strategic and operational level in order to improve
outcomes for people using services. "
